# Permission database for AdvancedLuckPermsGUI
# Format are <pluginName>|<permission>|<desc>|<commands>,|<defaultAssignment>
HeadDatabase|headdb.*|empty|<l><l>|NONE
HeadDatabase|headdb.admin.showid|empty|<l><l>|OP
HeadDatabase|headdb.admin.disabled|empty|<l><l>|NONE
OpenInv|OpenInv.any.default|Permission for AnyContainer to default on prior to toggling.|<l><l>|NONE
OpenInv|OpenInv.silent.default|Permission for SilentContainer to default on prior to toggling.|<l><l>|NONE
OpenInv|OpenInv.*|Permission for all OpenInv features.|<l><l>|OP
PlotSquared|plots.teleport.delay.bypass|empty|<l><l>|OP
PlotSquared|plots.permpack.basicflags|empty|<l><l>|OP
PlotSquared|plots.permpack.basicinbox|empty|<l><l>|OP
PlotSquared|plots.permpack.wilderness|empty|<l><l>|OP
PlotSquared|plots.permpack.basic|empty|<l><l>|OP
PlotSquared|plots.gamemode.bypass|empty|<l><l>|OP
PlotSquared|plots.confirm.bypass|empty|<l><l>|NONE
PlotSquared|plotme.use|Gives default user commands|<l><l>|OP
PlotSquared|plotme.admin|Gives default administrator commands|<l><l>|OP
PlotSquared|plotme.use.middle|empty|<l><l>|OP
PlotSquared|plotme.use.buy|empty|<l><l>|OP
PlotSquared|plotme.use.sell|empty|<l><l>|OP
PlotSquared|plotme.use.dispose|empty|<l><l>|OP
PlotSquared|plotme.use.done|empty|<l><l>|OP
PlotSquared|plotme.use.claim|empty|<l><l>|OP
PlotSquared|plotme.use.auto|empty|<l><l>|OP
PlotSquared|plotme.use.reset|empty|<l><l>|OP
PlotSquared|plotme.use.home|empty|<l><l>|OP
PlotSquared|plotme.use.info|empty|<l><l>|OP
PlotSquared|plotme.use.biome|empty|<l><l>|OP
PlotSquared|plotme.use.clear|empty|<l><l>|OP
PlotSquared|plotme.use.list|empty|<l><l>|OP
PlotSquared|plotme.use.add|empty|<l><l>|OP
PlotSquared|plotme.use.deny|empty|<l><l>|OP
PlotSquared|plotme.use.remove|empty|<l><l>|OP
PlotSquared|plotme.use.undeny|empty|<l><l>|OP
PlotSquared|plotme.use.protect|empty|<l><l>|OP
PlotSquared|plotme.use.nameplot|empty|<l><l>|OP
PlotSquared|plotme.limit.*|empty|<l><l>|OP
PlotSquared|plotme.limit.1|empty|<l><l>|OP
PlotSquared|plotme.limit.5|empty|<l><l>|OP
PlotSquared|plotme.limit.10|empty|<l><l>|OP
PlotSquared|plotme.admin.clear|empty|<l><l>|OP
PlotSquared|plotme.admin.reset|empty|<l><l>|OP
PlotSquared|plotme.admin.add|empty|<l><l>|OP
PlotSquared|plotme.admin.deny|empty|<l><l>|OP
PlotSquared|plotme.admin.remove|empty|<l><l>|OP
PlotSquared|plotme.admin.undeny|empty|<l><l>|OP
PlotSquared|plotme.admin.bypassdeny|empty|<l><l>|OP
PlotSquared|plotme.admin.setowner|empty|<l><l>|OP
PlotSquared|plotme.admin.move|empty|<l><l>|OP
PlotSquared|plotme.admin.weanywhere|empty|<l><l>|OP
PlotSquared|plotme.admin.list|empty|<l><l>|OP
PlotSquared|plotme.admin.dispose|empty|<l><l>|OP
PlotSquared|plotme.admin.done|empty|<l><l>|OP
PlotSquared|plotme.admin.expired|empty|<l><l>|OP
PlotSquared|plotme.admin.buildanywhere|empty|<l><l>|OP
dynmap|dynmap.*|Gives access to all dynmap functions|<l><l>|OP
dynmap|dynmap.purgemap|Allows /dynmap purgemap|<l><l>|OP
dynmap|dynmap.purgeworld|Allows /dynmap purgeworld|<l><l>|OP
dynmap|dynmap.quiet|Allows /dynmap quiet|<l><l>|PLAYER
dynmap|dynmap.ids-for-ip|Allows /dynmap ids-for-ip|<l><l>|OP
dynmap|dynmap.ips-for-id|Allows /dynmap ips-for-id|<l><l>|OP
dynmap|dynmap.marker.sign|Allows creation of markers using signs|<l><l>|OP
dynmap|dynmap.marker.addcircle|Allows /dmarker addcircle|<l><l>|OP
dynmap|dynmap.marker.updatecircle|Allows /dmarker updatecircle|<l><l>|OP
dynmap|dynmap.marker.listcircles|Allows /dmarker listcircles|<l><l>|OP
dynmap|dynmap.marker.deletecircle|Allows /dmarker deletecircle|<l><l>|OP
dynmap|dynmap.marker.getdesc|Allows /dmarker getdesc|<l><l>|OP
dynmap|dynmap.marker.resetdesc|Allows /dmarker resetdesc|<l><l>|OP
dynmap|dynmap.marker.appenddesc|Allows /dmarker appenddesc|<l><l>|OP
dynmap|dynmap.marker.importdesc|Allows /dmarker importdesc|<l><l>|OP
dynmap|dynmap.marker.getlabel|Allows /dmarker getlabel|<l><l>|OP
dynmap|dynmap.marker.importlabel|Allows /dmarker importlabel|<l><l>|OP
dynmap|dynmap.playermarkers.seeall|Allow all players to be seen by user on web UI|<l><l>|OP
MMOInventory|mmoinventory.open|Allows to open your own inventory using a command.|<l><l>|NONE
MMOInventory|mmoinventory.open.other|Allows to open another player's inventory.|<l><l>|NONE
MMOInventory|mmoinventory.admin|Allows to use admin commands.|<l><l>|NONE
DeluxeTags|deluxetags.gui|ability to select a tag from gui|<l><l>|OP
DeluxeTags|deluxetags.select|ability to select a tag by command|<l><l>|OP
DeluxeTags|deluxetags.list|ability to view own tags|<l><l>|OP
DeluxeTags|deluxetags.list.all|ability to view all loaded tags|<l><l>|OP
DeluxeTags|deluxetags.list.player|ability to view all loaded tags|<l><l>|OP
DeluxeTags|deluxetags.set|ability to set a players tag|<l><l>|OP
DeluxeTags|deluxetags.clear|ability to clear a players active tag|<l><l>|OP
DeluxeTags|deluxetags.create|ability to create a tag by command|<l><l>|OP
DeluxeTags|deluxetags.delete|ability to delete a tag by command|<l><l>|OP
DeluxeTags|deluxetags.setdescription|ability to set a tags description by command|<l><l>|OP
DeluxeTags|deluxetags.reload|ability to reload the plugin|<l><l>|OP
PlayMoreSounds|playmoresounds.*|Gives access to all PlayMoreSounds Features.|<l><l>|OP
PlayMoreSounds|playmoresounds.admin|Gives access to all PlayMoreSounds Admin permissions.|<l><l>|NONE
PlayMoreSounds|playmoresounds.commands|Gives access to all PlayMoreSounds Commands.|<l><l>|NONE
PlayMoreSounds|playmoresounds.op|Gives access to all PlayMoreSounds Features.|<l><l>|NONE
PlayMoreSounds|playmoresounds.player|Gives access to all PlayMoreSounds Recommended player permissions.|<l><l>|PLAYER
PlayMoreSounds|playmoresounds.setsound.*|Gives access to all PlayMoreSounds sound factory command.|<l><l>|NONE
PlayMoreSounds|playmoresounds.region.*|Gives access to all PlayMoreSounds region interactions.|<l><l>|NONE
PlayMoreSounds|playmoresounds.regions|Gives access to all PlayMoreSounds region interactions.|<l><l>|NONE
PlayMoreSounds|playmoresounds.list.*|Gives access to view all PlayMoreSounds lists.|<l><l>|NONE
PlayMoreSounds|playmoresounds.lists|Gives access to view all PlayMoreSounds lists.|<l><l>|NONE
VoteRoulette|voteroulette.top10|empty|<l><l>|PLAYER
VoteRoulette|voteroulette.viewstats|empty|<l><l>|PLAYER
VoteRoulette|voteroulette.viewrewards|empty|<l><l>|PLAYER
VoteRoulette|voteroulette.viewallawards|empty|<l><l>|NONE
VoteRoulette|voteroulette.viewmilestones|empty|<l><l>|PLAYER
VoteRoulette|voteroulette.votecommand|empty|<l><l>|PLAYER
VoteRoulette|voteroulette.lastvote|empty|<l><l>|PLAYER
VoteRoulette|voteroulette.claimall|empty|<l><l>|PLAYER
VoteRoulette|voteroulette.viewotherstats|empty|<l><l>|NONE
VoteRoulette|voteroulette.editstats|empty|<l><l>|NONE
VoteRoulette|voteroulette.forcevote|empty|<l><l>|NONE
VoteRoulette|voteroulette.forceawards|empty|<l><l>|NONE
VoteRoulette|voteroulette.lastvoteothers|empty|<l><l>|NONE
VoteRoulette|voteroulette.remind|empty|<l><l>|NONE
VoteRoulette|voteroulette.wipestats|empty|<l><l>|NONE
VoteRoulette|voteroulette.colors|empty|<l><l>|NONE
VoteRoulette|voteroulette.createawards|empty|<l><l>|NONE
VoteRoulette|voteroulette.deleteawards|empty|<l><l>|NONE
VoteRoulette|voteroulette.edititems|empty|<l><l>|NONE
VoteRoulette|voteroulette.admin|empty|<l><l>|NONE
VoteRoulette|voteroulette.*|empty|<l><l>|OP
Graveyards|graveyards.admin|Gives access to everything!|<l><l>|OP
Graveyards|graveyards.reload|Gives access /gy reload!|<l><l>|OP
Graveyards|graveyards.factions.*|Allows players to spawn at faction-specific graveyards|<l><l>|OP
VKAutoPickup|autopickup.*|empty|<l><l>|NONE
VKAutoPickup|autopickup.event.*|empty|<l><l>|PLAYER
Minepacks|backpack.*|Gives access to the full Minepacks functionality.|<l><l>|OP
Minepacks|backpack.disable|This permission group can be used to disable the plugin for certian users/groups/worlds.|<l><l>|NONE
Minepacks|backpack.user|This permission can be used to give a user the basic backpack size and allow him to use the backpack.|<l><l>|OP
Minepacks|backpack.userBig|This permission can be used to give a user the biggest backpack size and allow him to use the backpack.|<l><l>|OP
Minepacks|backpack.bypass|empty|<l><l>|OP
Minepacks|backpack.admin|empty|<l><l>|OP
Minepacks|backpack.use|Allows a player to open the backpack.|<l><l>|NONE
Minepacks|backpack.size.1|Mini size for a backpack, if the player has backpack permission he will also have at least a backpack with the size 1.|<l><l>|NONE
Minepacks|backpack.size.2|2*9 backpack|<l><l>|NONE
Minepacks|backpack.size.3|3*9 backpack|<l><l>|NONE
Minepacks|backpack.size.4|4*9 backpack|<l><l>|NONE
Minepacks|backpack.size.5|5*9 backpack|<l><l>|NONE
Minepacks|backpack.size.6|6*9 backpack|<l><l>|NONE
Minepacks|backpack.clean|Allows the player to clean their own backpack.|<l><l>|NONE
Minepacks|backpack.fullpickup|empty|<l><l>|OP
Minepacks|backpack.clean.other|Allows the player to clean other players backpacks.|<l><l>|OP
Minepacks|backpack.others|Allows the player open backpacks of other players.|<l><l>|OP
Minepacks|backpack.others.edit|Allows the player to edit backpacks of other players.|<l><l>|OP
Minepacks|backpack.keepOnDeath|Allows the player to keep their items in their backpack on death.|<l><l>|OP
Minepacks|backpack.noCooldown|Allows to bypass the cooldown to open the backpack.|<l><l>|OP
Minepacks|backpack.ignoreGameMode|Allows to bypass the game-mode restriction.|<l><l>|OP
Minepacks|backpack.ignoreWorldBlacklist|Allows to bypass the world blacklist.|<l><l>|OP
Minepacks|backpack.update|Allows to update the plugin.|<l><l>|OP
Minepacks|backpack.reload|Allows to reload the config.|<l><l>|OP
Minepacks|backpack.migrate|Allows to migrate data from one format to another.|<l><l>|OP
TreasureChestReloaded|treasurechest.admin|Grants all permissions, except for treasurechest.reload|<l><l>|OP
TreasureChestReloaded|treasurechest.player|Grants all permissions that a regular player usually gets|<l><l>|NONE
TreasureChestReloaded|treasurechest.set|Allows you to turn regular chests into treasure chests and set their messages. And forget time.|<l><l>|NONE
TreasureChestReloaded|treasurechest.delete|Allows you to delete treasure chests and turn them into regular chests again.|<l><l>|NONE
TreasureChestReloaded|treasurechest.reload|Allows you to reload the configuration files.|<l><l>|NONE
TreasureChestReloaded|treasurechest.unlimited|Allows you to turn treasure chests into unlimited chests.|<l><l>|NONE
TreasureChestReloaded|treasurechest.random|Allows you to turn treasure chests into random chests.|<l><l>|NONE
TreasureChestReloaded|treasurechest.ignoreprotection|Allows you to disable/enable 3rd party protection plugins|<l><l>|NONE
TreasureChestReloaded|treasurechest.list|Allows you to see a list of locations of all the treasures you found|<l><l>|NONE
TreasureChestReloaded|treasurechest.list.all|Allows you to see a list of locations of all the treasures on the server|<l><l>|NONE
TreasureChestReloaded|treasurechest.access|Allows you to access any type of treasure chest|<l><l>|NONE
TreasureChestReloaded|treasurechest.access.treasure|Allows opening treasure chests|<l><l>|NONE
TreasureChestReloaded|treasurechest.access.unlimited|Allows opening unlimited chests|<l><l>|NONE
TreasureChestReloaded|treasurechest.count|Allows you to count how many chests you have found|<l><l>|NONE
TreasureChestReloaded|treasurechest.count.others|Allows you to count how many chests you or someone else has found|<l><l>|NONE
TreasureChestReloaded|treasurechest.forget|Allows you to make a chest forget that you have found it|<l><l>|NONE
TreasureChestReloaded|treasurechest.forget.others|Allows you to make a chest forget that you or someone else has found it|<l><l>|NONE
TreasureChestReloaded|treasurechest.forget.all|Allows you to make a chest forget that anybody has found it|<l><l>|NONE
TreasureChestReloaded|treasurechest.peek|Allows you to open a treasure's real inventory.|<l><l>|NONE
EZPrestige|ezprestige.admin|Allows access to /prestige reload|<l><l>|OP
EZPrestige|ezprestige.canprestige|Allows access to /prestige to attempt to prestige|<l><l>|NONE
EZRanksPro|ezranks.admin|Allows access to /ezadmin|<l><l>|OP
EZRanksPro|ezranks.rankup|Allows access to /rankup|<l><l>|PLAYER
EZRanksPro|ezranks.listranks|Allows access to /ranks|<l><l>|PLAYER
EZRanksPro|ezranks.cooldown.bypass|Allows players to bypass the rankup cooldown if it is enabled|<l><l>|OP
EZRanksPro|ezranks.autorankup|Allows access to /autorankup|<l><l>|OP
EZRanksPro|ezranks.lastrank|Sets a player as the last rank|<l><l>|NONE
AgarthaLib|agarthalib.admin|Gives access to everything!|<l><l>|OP
MythicMobs|mythicmobs.admin|Gives access to everything!|<l><l>|OP
MythicMobs|mythicmobs.reload|Gives access /mm reload!|<l><l>|OP
MythicMobs|mythicmobs.signal|Gives access /mm signal!|<l><l>|OP
AdventCalendar|AdventCalendar.Open.Command|empty|<l><l>|OP
AdventCalendar|AdventCalendar.Open.Santa|empty|<l><l>|OP
AdventCalendar|AdventCalendar.Open.ByPass|empty|<l><l>|NONE
AdventCalendar|AdventCalendar.Claim.Interact|empty|<l><l>|OP
AdventCalendar|AdventCalendar.Claim.Command|empty|<l><l>|OP
AdventCalendar|AdventCalendar.Claim.ByPass|empty|<l><l>|NONE
AdventCalendar|AdventCalendar.Admin.Settings.Open|empty|<l><l>|OP
AdventCalendar|AdventCalendar.Admin.Settings.Edit|empty|<l><l>|OP
AdventCalendar|AdventCalendar.Admin.Santa.Create|empty|<l><l>|OP
AdventCalendar|AdventCalendar.Admin.Santa.Remove|empty|<l><l>|OP
AdventCalendar|AdventCalendar.Admin.Reload.Locale|empty|<l><l>|OP
AdventCalendar|AdventCalendar.Admin.Reload.Config|empty|<l><l>|OP
AdventCalendar|AdventCalendar.Admin.Reload.All|empty|<l><l>|OP
AdventCalendar|AdventCalendar.Admin.Reset.Locale|empty|<l><l>|OP
AdventCalendar|AdventCalendar.Player|empty|<l><l>|OP
AdventCalendar|AdventCalendar.Santa.*|empty|<l><l>|OP
AdventCalendar|AdventCalendar.Reload.*|empty|<l><l>|OP
AdventCalendar|AdventCalendar.Reset.*|empty|<l><l>|OP
AdventCalendar|AdventCalendar.Admin|empty|<l><l>|OP
SupremeShops|supremeshops.*|empty|<l><l>|OP
SupremeShops|supremeshops.admin|empty|<l><l>|OP
SupremeShops|supremeshops.edit.admin|empty|<l><l>|OP
SupremeShops|supremeshops.shop.create.*|empty|<l><l>|OP
SupremeShops|supremeshops.shop.create.block|empty|<l><l>|OP
SupremeShops|supremeshops.shop.create.sign|empty|<l><l>|OP
SupremeShops|supremeshops.shop.create.gui|empty|<l><l>|OP
SupremeShops|supremeshops.shop.management.set_open|empty|<l><l>|OP
SupremeShops|supremeshops.shop.management.set_admin_stock|empty|<l><l>|OP
SupremeShops|supremeshops.shop.management.set_remote|empty|<l><l>|OP
SupremeShops|supremeshops.shop.management.set_display_items|empty|<l><l>|OP
SupremeShops|supremeshops.shop.management.set_display_name|empty|<l><l>|OP
SupremeShops|supremeshops.shop.management.set_particle_pattern|empty|<l><l>|OP
SupremeShops|supremeshops.shop.management.edit_managers|empty|<l><l>|OP
SupremeShops|supremeshops.shop.management.edit_trades_limit|empty|<l><l>|OP
SupremeShops|supremeshops.shop.management.edit_trade_conditions|empty|<l><l>|OP
SupremeShops|supremeshops.shop.management.destroy|empty|<l><l>|OP
SupremeShops|supremeshops.shop.management.stop_renting|empty|<l><l>|OP
SupremeShops|supremeshops.shop.management.add_stock|empty|<l><l>|OP
SupremeShops|supremeshops.shop.management.add_object|empty|<l><l>|OP
SupremeShops|supremeshops.shop.management.remove_stock|empty|<l><l>|OP
SupremeShops|supremeshops.shop.management.remove_object|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.create.*|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.create.npc|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.create.block|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.create.sign|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.management.edit_shops|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.management.edit_trades_limit|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.management.edit_interact_conditions|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.management.edit_managers|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.management.set_display_name|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.management.set_particle_pattern|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.management.set_skin|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.management.set_equipment|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.management.set_status|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.management.set_open|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.management.set_remote|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.management.stop_renting|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.management.destroy|empty|<l><l>|OP
SupremeShops|supremeshops.merchant.management.status.*|empty|<l><l>|OP
SupremeShops|supremeshops.create.object.*|empty|<l><l>|OP
SupremeShops|supremeshops.create.object.commands|empty|<l><l>|OP
SupremeShops|supremeshops.create.object.item|empty|<l><l>|OP
SupremeShops|supremeshops.create.object.merchant|empty|<l><l>|OP
SupremeShops|supremeshops.create.object.playerpoints_points|empty|<l><l>|OP
SupremeShops|supremeshops.create.object.shop|empty|<l><l>|OP
SupremeShops|supremeshops.create.object.tokenenchant_tokens|empty|<l><l>|OP
SupremeShops|supremeshops.create.object.vault_money|empty|<l><l>|OP
SupremeShops|supremeshops.create.object.xp_level|empty|<l><l>|OP
SupremeShops|supremeshops.create.condition.*|empty|<l><l>|OP
SupremeShops|supremeshops.create.condition.condition_count|empty|<l><l>|OP
SupremeShops|supremeshops.create.condition.day_of_week|empty|<l><l>|OP
SupremeShops|supremeshops.create.condition.game_time|empty|<l><l>|OP
SupremeShops|supremeshops.create.condition.in_world|empty|<l><l>|OP
SupremeShops|supremeshops.create.condition.in_worldguard_region|empty|<l><l>|OP
SupremeShops|supremeshops.create.condition.is_admin|empty|<l><l>|OP
SupremeShops|supremeshops.create.condition.permission|empty|<l><l>|OP
SupremeShops|supremeshops.create.condition.placeholderapi_variable|empty|<l><l>|OP
